"TABLE_NAME"
ACID
ACID_copy
ACIDENTE_TRANSITO
AISP
AMBIENTE
AMBIENTE_CVP
ANTECEDENTES
ARMA1
AUDITORIA_ARCGIS
AUDITORIA_PENTAHO
AUDITORIA_PENTAHO_AUX
AUDITORIA_PENTAHO_AUX_DEV
AUDITORIA_PENTAHO_DEV
AUTORES_COMPARA
AUTORES_COMPARA1_copy
AUTORES_INDICE
BAIRRO
BKP_MORTE
BO
BO_ARMA
BO_DROGA
BO_ENVOLVIDO
CAD_UNIQUE
CENSO_COR_RACA
CENSO_POPULACAO
CENSO_POPULACAO_BAIRRO
CIDADE
COMANDOS_OPM
CONTROLE_ARMA
CONTROLE_ARMA_copy1
CONTROLE_ARMA_EXTRAVIADA
CONTROLE_AUTORES
CONTROLE_CVP
CONTROLE_CVP_BCK
CONTROLE_DROGA
CONTROLE_MORTE
CONTROLE_MORTE_BCK_CVP
CONTROLE_MORTE_COMP
CONTROLE_MORTE_COORD
CONTROLE_MORTE_copy
CONTROLE_MORTE_copy_copy1
CONTROLE_MORTE1
CONTROLE_REEDUCANDO
CONTROLE_REEDUCANDO_OLD
CONTROLE_TENT_HOMI
CONTROLE_VEIC_RECUP
CPP_TB_TP_VEICULO
CPP_TB_VEIC_COR
CPP_TB_VEIC_MODL
CTL_ACIDENTE_TRANSITO
CTL_MORTE_VIOLENTA
CVLI_AUTOR_VIT
CVLI_PC_2012_2017
CVP_WEKA
DADOS_AUTOR
DADOS_BOLETIM_SITE
DADOS_RACB
DADOS_RACB_TESTE
DADOS_RACB_20181214
DADOS_RACB_2023
DB_SI_TX
DDI
DDI_CONTROL_MORTE
DDI_DESPACHO
DDI_PRODUCAO
DDI_TIPO_RETORNO
DH
DIM_ANO_SINESP
DIM_DATA
DIM_DATA_BKP
DIM_DATA_OLD
DIM_MARCA_VEICULO
DIM_SITUACAO_VEICULO
DIM_SQL_SINESP
DIM_TEMPO
DMRS_ADDITIONAL_CT_OBJECTS
DMRS_AGGR_FUNC_DIMENSIONS
DMRS_AGGR_FUNC_LEVELS
DMRS_ATTRIBUTES
DMRS_AVT
DMRS_BUSINESS_INFO
DMRS_CHANGE_REQUEST_ELEMENTS
DMRS_CHANGE_REQUESTS
DMRS_CHECK_CONSTRAINTS
DMRS_CLASSIFICATION_TYPES
DMRS_COLLECTION_TYPES
DMRS_COLUMN_GROUPS
DMRS_COLUMNS
DMRS_COLUMN_UI
DMRS_CONSTR_FK_COLUMNS
DMRS_CONSTR_INDEX_COLUMNS
DMRS_CONTACT_EMAILS
DMRS_CONTACT_LOCATIONS
DMRS_CONTACT_RES_LOCATORS
DMRS_CONTACTS
DMRS_CONTACT_TELEPHONES
DMRS_CUBE_DIMENSIONS
DMRS_CUBES
DMRS_DATA_FLOW_DIAGRAM_INFOS
DMRS_DESIGNS
DMRS_DIAGRAM_ELEMENTS
DMRS_DIAGRAMS
DMRS_DIMENSION_CALC_ATTRS
DMRS_DIMENSION_LEVELS
DMRS_DIMENSIONS
DMRS_DISTINCT_TYPES
DMRS_DOCUMENT_ELEMENTS
DMRS_DOCUMENTS
DMRS_DOMAIN_AVT
DMRS_DOMAIN_CHECK_CONSTRAINTS
DMRS_DOMAINS
DMRS_DOMAIN_VALUE_RANGES
DMRS_DYNAMIC_PROPERTIES
DMRS_EMAILS
DMRS_ENTITIES
DMRS_ENTITY_ARCS
DMRS_ENTITYVIEWS
DMRS_EVENTS
DMRS_EXISTENCE_DEP
DMRS_EXISTENCE_DEP_COLUMNS
DMRS_EXT_AGENT_EXT_DATAS
DMRS_EXT_AGENT_FLOWS
DMRS_EXTERNAL_AGENTS
DMRS_EXTERNAL_DATAS
DMRS_FACT_ENTITIES
DMRS_FACT_ENTITIES_JOINS
DMRS_FK_CD_CONSTRAINTS
DMRS_FK_CD_CONSTRAINTS_COLS
DMRS_FLOW_INFO_STRUCTURES
DMRS_FLOWS
DMRS_FOREIGNKEYS
DMRS_GLOSSARIES
DMRS_GLOSSARY_TERMS
DMRS_HIERARCHIES
DMRS_HIERARCHY_LEVELS
DMRS_HIERARCHY_ROLLUP_LINKS
DMRS_INDEXES
DMRS_INFO_STORES
DMRS_INFO_STRUCT_ATTRS
DMRS_INFO_STRUCTURES
DMRS_KEY_ATTRIBUTES
DMRS_KEY_ELEMENTS
DMRS_KEYS
DMRS_LARGE_TEXT
DMRS_LEVEL_ATTRS
DMRS_LEVELS
DMRS_LOCATIONS
DMRS_LOGICAL_TO_NATIVE
DMRS_LOGICAL_TYPES
DMRS_MAPPINGS
DMRS_MAPPING_TARGETS
DMRS_MAPPING_TARGET_SOURCES
DMRS_MASK_TEMPLATES
DMRS_MEASURE_AGGR_FUNCS
DMRS_MEASURE_FOLDER_MEASURES
DMRS_MEASURE_FOLDERS
DMRS_MEASUREMENTS
DMRS_MEASURES
DMRS_MODEL_DISPLAYS
DMRS_MODEL_NAMING_OPTIONS
DMRS_MODELS
DMRS_MODEL_SUBVIEWS
DMRS_NATIVE_TO_LOGICAL
DMRS_NOTES
DMRS_PK_OID_COLUMNS
DMRS_PROCESS_ATTRIBUTES
DMRS_PROCESS_ENTITIES
DMRS_PROCESSES
DMRS_RAGGED_HIER_LINK_ATTRS
DMRS_RAGGED_HIER_LINKS
DMRS_RDBMS_SITES
DMRS_RECORD_STRUCT_EXT_DATAS
DMRS_RECORD_STRUCTURES
DMRS_RELATIONSHIPS
DMRS_RESOURCE_LOCATORS
DMRS_RES_PARTY_CONTACTS
DMRS_RES_PARTY_ELEMENTS
DMRS_RESPONSIBLE_PARTIES
DMRS_ROLE_PROCESSES
DMRS_ROLES
DMRS_ROLLUP_LINK_ATTRS
DMRS_ROLLUP_LINKS
DMRS_SCHEMA_OBJECT
DMRS_SENSITIVE_TYPES
DMRS_SLICE_DIM_HIER_LEVEL
DMRS_SLICE_MEASURES
DMRS_SLICES
DMRS_SOURCE_INFO
DMRS_SPATIAL_COLUMN_DEFINITION
DMRS_SPATIAL_DIMENSIONS
DMRS_STRUCT_TYPE_ATTRS
DMRS_STRUCT_TYPE_METHOD_PARS
DMRS_STRUCT_TYPE_METHODS
DMRS_STRUCTURED_TYPES
DMRS_TABLE_ARCS
DMRS_TABLE_CONSTRAINTS
DMRS_TABLE_INCLUDE_SCRIPTS
DMRS_TABLES
DMRS_TABLEVIEWS
DMRS_TASK_PARAMS
DMRS_TASK_PARAMS_ITEMS
DMRS_TELEPHONES
DMRS_TRANSFORMATION_FLOWS
DMRS_TRANSFORMATION_PACKAGES
DMRS_TRANSFORMATIONS
DMRS_TRANSFORMATION_TASK_INFOS
DMRS_TRANSFORMATION_TASKS
DMRS_TSDP_POLICIES
DMRS_TSDP_SUB_POLICIES
DMRS_VALUE_RANGES
DMRS_VIEW_COLUMNS
DMRS_VIEW_CONTAINERS
DMRS_VIEW_ORDER_GROUPBY
EMAIL
ENVOLVIDO
ESTABELECIMENTO
FROTA
GEOCODE_UOPM
GP_AMBIENTE
GP_ANTECEDENTES
GP_IDADE
INDICADORES_SEGURANCA
IP_TCO
LINHA_ONIBUS
LOGRADOUROS
LOG_SISTEMA
MIGRATIONS
MORTE_TESTE
MORTE_TESTE1
MOTIVACAO
MOTOS
MUNICIPIO_IBGE
NATUREZA_GRUPO_CRIME
NATUREZAS_ALTERADAS
NATUREZAS_CPP_SISPOL
NEAC_SISTEMAS
OCRIM
PASSWORD_RESETS
PC_MENSAGEM
PC_MSGSTATUS
PERFIL
PERMISSAO_PERFIL
PERMISSAO_USUARIO
PERMISSION_ROLE
PERMISSIONS
PERMISSOES
REGIOES_2026
RISP
ROLES
ROLE_USER
SINESPDELEGACIAS
SOLICITA_CADASTRO
SUB_COMP
SUBJETIVIDADE
TB_ACESSO_USUARIOS_PENTAHO
TB_BASE_GEO
TB_CAM_NEAC_CVLI
TB_CISP_LOGRADOURO
TB_CNPJ_BR
TB_DADOS_PC_MJ
TB_DADOS_RELATORIOS
TB_ENV_INDICE
TB_EXTRACAO_OBJETOS
TB_LIGACOES_190
TBL_INFOSEG_01
TBL_INFOSEG_01_OLD_copy1
TBL_INFOSEG_02
TBL_INFOSEG_02_OLD_copy1
TB_LOGRADOUROS
TBL_RED_TESTE
TBLSINESP
TBLSINESPAUX
TBLSINESPAUX1
TBLSINESP_15_16
TBLSINESP_16_17
TBLSINESP_17_18
TB_MANDADOS_CNJ
TB_MAPAS_CIDADES
TB_METAS_AISP
TB_NIC_IML
TB_PERFIS_USUARIOS_PENTAHO
TB_POSTO_GRADUACAO
TB_PPE
TB_PPE_ARMA
TB_PPE_ARMA_COMPARA
TB_PPE_AUX
TB_PPE_BKP
TB_PPE_copy
TB_PPE_copy1
TB_PPE_DROGA
TB_PPE_DROGA_COMPARA
TB_PPE_LEGADO
TB_PPE_NATUREZAS
TB_PPE_2023
TB_PPE_2023_2
TB_RED_T
TB_REED_ANOTACOES
TB_REED_CRIMES_PROJETO
TB_REED_EVENTOS
TB_REED_PROJETO
TB_REED_TRATAR_BAIRRO
TB_REED_TRATAR_CIDADE
TB_REED_TRATAR_NATURAL
TB_REEDUCANDO_CRIME
TB_REEDUCANDO_RELEVANCIA
TB_REEDUCANDO_SOLTURA
TB_REL_CAD_VERIFICADO
TB_REL_PPE_ARMA
TB_REL_PPE_DROGA
TB_REL_UNIQUE
TB_REMOVE_USUARIOS
TB_SETORES_CENSITARIOS
TB_TEMP_USUARIOS_PENTAHO
TB_TEMP_USUARIOS_PENTAHO1
TB_TRAF_VIT_CVLI
TB_VEIC_ROUBO_RECUP
TB_VEICULO_MARCA
TB_VEICULO_MODELO
TB_VW_CISP_INDICADORES
TENTATIVA_HOMICIDIO
TIP_ACIDENTE
TIP_AFINIDADE
TIP_ANTECEDENTE
TIP_CAUSA_ACIDENTE
TIP_CONDICAO_VITIMA
TIP_CORPELE
TIP_ESCOLARIDADE
TIP_ESPECIFICACAO_PC
TIP_ESTADOCIVIL
TIP_EVASAO
TIP_GRP_MOTIVACAO
TIP_GRP_NATUREZA
TIP_HOMICIDIO
TIP_LOCAL
TIP_MAT_INSTRUMENTO
TIP_MODUSOPERANDI
TIP_MORTE
TIP_MOTIVACAO
TIP_NATUREZA
TIP_OBSTACULO_ACIDENTE
TIPO_CONTEUDO
TIP_ORGAO_BO
TIP_PROFISSOES
TIP_SITUACAO_AUTOR
TIP_VEICULOS
TIP_VULNERAVEIS
TRATA_COORDENADA
TRATAR_BAIRROS
TRATAR_CIDADES
TRATAR_COR
TRATAR_MARCA_ARMA
USUARIO_PERFIL_SISTEMAS
USUARIO_PERFIL_SISTEMAS_copy1
USUARIO_PERFIL_SISTEMAS_copy2
USUARIOS_SISTEMAS
USUARIOS_SISTEMAS_BKP_06032023
VULNERABILIDADE
